2023-12-05 22:56:57,248 - INFO - === Script execution START (ESG3 Classification) at: 2023-12-05 22:56:57.248465 ===
2023-12-05 22:57:13,717 - INFO - ESG3 classification completed for document 656e46abb69f65a7dd0f3d66. Label: Social, Score: 0.9808425903320312
2023-12-05 22:57:14,361 - INFO - ESG3 classification completed for document 656e46abb69f65a7dd0f3d67. Label: Social, Score: 0.9489732980728149
2023-12-05 22:57:14,922 - INFO - ESG3 classification completed for document 656e46beb69f65a7dd0f3d6e. Label: Not ESG Related, Score: 0.45331212878227234
2023-12-05 22:57:15,150 - INFO - ESG3 classification completed for document 656e46ceb69f65a7dd0f3d75. Label: Social, Score: 0.53941810131073
2023-12-05 22:57:15,571 - INFO - ESG3 classification completed for document 656e46cfb69f65a7dd0f3d76. Label: Social, Score: 0.593535840511322
2023-12-05 22:57:16,068 - INFO - ESG3 classification completed for document 656e46e6b69f65a7dd0f3d7d. Label: Social, Score: 0.9745503664016724
2023-12-05 22:57:16,416 - INFO - ESG3 classification completed for document 656e46e6b69f65a7dd0f3d7e. Label: Social, Score: 0.6558259725570679
2023-12-05 22:57:16,672 - INFO - ESG3 classification completed for document 656e4701b69f65a7dd0f3d85. Label: Environmental, Score: 0.9845922589302063
2023-12-05 22:57:16,970 - INFO - ESG3 classification completed for document 656e4701b69f65a7dd0f3d86. Label: Social, Score: 0.6035581231117249
2023-12-05 22:57:17,333 - INFO - ESG3 classification completed for document 656e471ab69f65a7dd0f3d8d. Label: Not ESG Related, Score: 0.8551716804504395
2023-12-05 22:57:17,712 - INFO - ESG3 classification completed for document 656e471ab69f65a7dd0f3d8e. Label: Social, Score: 0.4814607501029968
2023-12-05 22:57:17,977 - INFO - ESG3 classification completed for document 656e472cb69f65a7dd0f3d95. Label: Environmental, Score: 0.604487955570221
2023-12-05 22:57:18,406 - INFO - ESG3 classification completed for document 656e4748b69f65a7dd0f3d9c. Label: Governance, Score: 0.4560806155204773
2023-12-05 22:57:18,873 - INFO - ESG3 classification completed for document 656e4748b69f65a7dd0f3d9d. Label: Social, Score: 0.7201834321022034
2023-12-05 22:57:19,104 - INFO - ESG3 classification completed for document 656e4749b69f65a7dd0f3d9e. Label: Social, Score: 0.5644230842590332
2023-12-05 22:57:19,408 - INFO - ESG3 classification completed for document 656e4749b69f65a7dd0f3d9f. Label: Social, Score: 0.9335466027259827
2023-12-05 22:57:19,691 - INFO - ESG3 classification completed for document 656e4777b69f65a7dd0f3da6. Label: Social, Score: 0.9341392517089844
2023-12-05 22:57:20,001 - INFO - ESG3 classification completed for document 656e4777b69f65a7dd0f3da7. Label: Social, Score: 0.9477225542068481
2023-12-05 22:57:20,242 - INFO - ESG3 classification completed for document 656e4777b69f65a7dd0f3da8. Label: Social, Score: 0.8583623766899109
2023-12-05 22:57:20,504 - INFO - ESG3 classification completed for document 656e4778b69f65a7dd0f3da9. Label: Social, Score: 0.3810998797416687
2023-12-05 22:57:20,757 - INFO - ESG3 classification completed for document 656e4778b69f65a7dd0f3daa. Label: Social, Score: 0.8645108342170715
2023-12-05 22:57:21,527 - INFO - ESG3 classification completed for document 656e47acb69f65a7dd0f3db1. Label: Social, Score: 0.9082603454589844
2023-12-05 22:57:21,718 - INFO - ESG3 classification completed for document 656e47acb69f65a7dd0f3db2. Label: Not ESG Related, Score: 0.6750019788742065
2023-12-05 22:57:22,180 - INFO - ESG3 classification completed for document 656e47acb69f65a7dd0f3db3. Label: Governance, Score: 0.8803324699401855
2023-12-05 22:57:22,470 - INFO - ESG3 classification completed for document 656e47adb69f65a7dd0f3db4. Label: Environmental, Score: 0.97939133644104
2023-12-05 22:57:22,733 - INFO - ESG3 classification completed for document 656e47adb69f65a7dd0f3db5. Label: Social, Score: 0.9038966298103333
2023-12-05 22:57:23,302 - INFO - ESG3 classification completed for document 656e47dfb69f65a7dd0f3dbc. Label: Social, Score: 0.8688652515411377
2023-12-05 22:57:23,596 - INFO - ESG3 classification completed for document 656e47dfb69f65a7dd0f3dbd. Label: Governance, Score: 0.6905756592750549
2023-12-05 22:57:23,882 - INFO - ESG3 classification completed for document 656e47dfb69f65a7dd0f3dbe. Label: Social, Score: 0.6761308312416077
2023-12-05 22:57:25,806 - INFO - ESG3 classification completed for document 656e47e0b69f65a7dd0f3dbf. Label: Social, Score: 0.9458726644515991
2023-12-05 22:57:26,835 - INFO - ESG3 classification completed for document 656e4811b69f65a7dd0f3dc6. Label: Social, Score: 0.788023054599762
2023-12-05 22:57:28,160 - INFO - ESG3 classification completed for document 656e4811b69f65a7dd0f3dc7. Label: Not ESG Related, Score: 0.5198259949684143
2023-12-05 22:57:29,497 - INFO - ESG3 classification completed for document 656e4812b69f65a7dd0f3dc8. Label: Social, Score: 0.9083575010299683
2023-12-05 22:57:30,955 - INFO - ESG3 classification completed for document 656e4812b69f65a7dd0f3dc9. Label: Social, Score: 0.9263421297073364
2023-12-05 22:57:32,229 - INFO - ESG3 classification completed for document 656e4812b69f65a7dd0f3dca. Label: Social, Score: 0.9552029967308044
2023-12-05 22:57:32,496 - INFO - ESG3 classification completed for document 656e4833b69f65a7dd0f3dd1. Label: Not ESG Related, Score: 0.5217373371124268
2023-12-05 22:57:32,781 - INFO - ESG3 classification completed for document 656e4833b69f65a7dd0f3dd2. Label: Social, Score: 0.9699743986129761
2023-12-05 22:57:33,228 - INFO - ESG3 classification completed for document 656e485bb69f65a7dd0f3dd9. Label: Social, Score: 0.6885443925857544
2023-12-05 22:57:33,503 - INFO - ESG3 classification completed for document 656e485cb69f65a7dd0f3dda. Label: Social, Score: 0.5896516442298889
2023-12-05 22:57:33,798 - INFO - ESG3 classification completed for document 656e485cb69f65a7dd0f3ddb. Label: Social, Score: 0.6595287322998047
2023-12-05 22:57:34,702 - INFO - ESG3 classification completed for document 656e485cb69f65a7dd0f3ddc. Label: Social, Score: 0.6839797496795654
2023-12-05 22:57:34,933 - INFO - ESG3 classification completed for document 656e485cb69f65a7dd0f3ddd. Label: Social, Score: 0.8728726506233215
2023-12-05 22:57:35,337 - INFO - ESG3 classification completed for document 656e4887b69f65a7dd0f3de4. Label: Social, Score: 0.9298800826072693
2023-12-05 22:57:35,598 - INFO - ESG3 classification completed for document 656e4887b69f65a7dd0f3de5. Label: Social, Score: 0.7663198113441467
2023-12-05 22:57:35,952 - INFO - ESG3 classification completed for document 656e4888b69f65a7dd0f3de6. Label: Social, Score: 0.7839855551719666
2023-12-05 22:57:36,497 - INFO - ESG3 classification completed for document 656e4888b69f65a7dd0f3de7. Label: Social, Score: 0.7867150902748108
2023-12-05 22:57:36,727 - INFO - ESG3 classification completed for document 656e48b4b69f65a7dd0f3dee. Label: Social, Score: 0.9691482186317444
2023-12-05 22:57:36,997 - INFO - ESG3 classification completed for document 656e48b4b69f65a7dd0f3def. Label: Social, Score: 0.7998735904693604
2023-12-05 22:57:37,260 - INFO - ESG3 classification completed for document 656e48b4b69f65a7dd0f3df0. Label: Social, Score: 0.5588384866714478
2023-12-05 22:57:37,536 - INFO - ESG3 classification completed for document 656e48b5b69f65a7dd0f3df1. Label: Governance, Score: 0.6507790088653564
2023-12-05 22:57:37,790 - INFO - ESG3 classification completed for document 656e48b5b69f65a7dd0f3df2. Label: Social, Score: 0.9213728904724121
2023-12-05 22:57:38,106 - INFO - ESG3 classification completed for document 656e48dfb69f65a7dd0f3df9. Label: Social, Score: 0.9443132877349854
2023-12-05 22:57:38,445 - INFO - ESG3 classification completed for document 656e48dfb69f65a7dd0f3dfa. Label: Social, Score: 0.8145383596420288
2023-12-05 22:57:39,028 - INFO - ESG3 classification completed for document 656e48dfb69f65a7dd0f3dfb. Label: Social, Score: 0.981232762336731
2023-12-05 22:57:39,624 - INFO - ESG3 classification completed for document 656e48dfb69f65a7dd0f3dfc. Label: Not ESG Related, Score: 0.6739890575408936
2023-12-05 22:57:39,980 - INFO - ESG3 classification completed for document 656e48e0b69f65a7dd0f3dfd. Label: Social, Score: 0.7672025561332703
2023-12-05 22:57:40,340 - INFO - ESG3 classification completed for document 656e4911b69f65a7dd0f3e04. Label: Social, Score: 0.6305311322212219
2023-12-05 22:57:41,403 - INFO - ESG3 classification completed for document 656e4911b69f65a7dd0f3e05. Label: Not ESG Related, Score: 0.5861693024635315
2023-12-05 22:57:41,747 - INFO - ESG3 classification completed for document 656e4911b69f65a7dd0f3e06. Label: Social, Score: 0.8774375915527344
2023-12-05 22:57:42,149 - INFO - ESG3 classification completed for document 656e4912b69f65a7dd0f3e07. Label: Social, Score: 0.8108974099159241
2023-12-05 22:57:42,480 - INFO - ESG3 classification completed for document 656e4912b69f65a7dd0f3e08. Label: Social, Score: 0.9158616662025452
2023-12-05 22:57:43,942 - INFO - ESG3 classification completed for document 656e4942b69f65a7dd0f3e0f. Label: Social, Score: 0.8583305478096008
2023-12-05 22:57:44,608 - INFO - ESG3 classification completed for document 656e4943b69f65a7dd0f3e10. Label: Social, Score: 0.9770238995552063
2023-12-05 22:57:45,069 - INFO - ESG3 classification completed for document 656e4943b69f65a7dd0f3e11. Label: Not ESG Related, Score: 0.48782697319984436
2023-12-05 22:57:45,376 - INFO - ESG3 classification completed for document 656e4943b69f65a7dd0f3e12. Label: Social, Score: 0.8907065987586975
2023-12-05 22:57:45,656 - INFO - ESG3 classification completed for document 656e4943b69f65a7dd0f3e13. Label: Social, Score: 0.5507045388221741
2023-12-05 22:57:46,460 - INFO - ESG3 classification completed for document 656e496fb69f65a7dd0f3e1a. Label: Environmental, Score: 0.8740941286087036
2023-12-05 22:57:47,194 - INFO - ESG3 classification completed for document 656e496fb69f65a7dd0f3e1b. Label: Social, Score: 0.7123314142227173
2023-12-05 22:57:47,594 - INFO - ESG3 classification completed for document 656e496fb69f65a7dd0f3e1c. Label: Governance, Score: 0.4737398326396942
2023-12-05 22:57:48,053 - INFO - ESG3 classification completed for document 656e4970b69f65a7dd0f3e1d. Label: Social, Score: 0.9832956194877625
2023-12-05 22:57:48,443 - INFO - ESG3 classification completed for document 656e49b3b69f65a7dd0f3e24. Label: Not ESG Related, Score: 0.712218701839447
2023-12-05 22:57:48,770 - INFO - ESG3 classification completed for document 656e49b3b69f65a7dd0f3e25. Label: Social, Score: 0.9272499680519104
2023-12-05 22:57:49,665 - INFO - ESG3 classification completed for document 656e49b3b69f65a7dd0f3e26. Label: Not ESG Related, Score: 0.8587033748626709
2023-12-05 22:57:49,900 - INFO - ESG3 classification completed for document 656e49b3b69f65a7dd0f3e27. Label: Environmental, Score: 0.5696536898612976
2023-12-05 22:57:50,650 - INFO - ESG3 classification completed for document 656e49b4b69f65a7dd0f3e28. Label: Social, Score: 0.9871086478233337
2023-12-05 22:57:50,873 - INFO - ESG3 classification completed for document 656e49d9b69f65a7dd0f3e2f. Label: Environmental, Score: 0.7783890962600708
2023-12-05 22:57:51,132 - INFO - ESG3 classification completed for document 656e49d9b69f65a7dd0f3e30. Label: Social, Score: 0.9633650183677673
2023-12-05 22:57:51,571 - INFO - ESG3 classification completed for document 656e49d9b69f65a7dd0f3e31. Label: Social, Score: 0.9677600264549255
2023-12-05 22:57:51,813 - INFO - ESG3 classification completed for document 656e4a0cb69f65a7dd0f3e38. Label: Environmental, Score: 0.9821829199790955
2023-12-05 22:57:52,022 - INFO - ESG3 classification completed for document 656e4a0cb69f65a7dd0f3e39. Label: Not ESG Related, Score: 0.7315979599952698
2023-12-05 22:57:52,304 - INFO - ESG3 classification completed for document 656e4a0cb69f65a7dd0f3e3a. Label: Social, Score: 0.9624741673469543
2023-12-05 22:57:52,848 - INFO - ESG3 classification completed for document 656e4a0db69f65a7dd0f3e3b. Label: Social, Score: 0.8602412343025208
2023-12-05 22:57:53,414 - INFO - ESG3 classification completed for document 656e4a0db69f65a7dd0f3e3c. Label: Social, Score: 0.9168037176132202
2023-12-05 22:57:54,429 - INFO - ESG3 classification completed for document 656e4a39b69f65a7dd0f3e43. Label: Social, Score: 0.8771076798439026
2023-12-05 22:58:22,446 - INFO - ESG3 classification completed for document 656e4a3ab69f65a7dd0f3e44. Label: Social, Score: 0.9042623043060303
2023-12-05 22:58:22,857 - INFO - ESG3 classification completed for document 656e4a3ab69f65a7dd0f3e45. Label: Governance, Score: 0.7882229089736938
2023-12-05 22:58:23,304 - INFO - ESG3 classification completed for document 656e4a3ab69f65a7dd0f3e46. Label: Social, Score: 0.9812953472137451
2023-12-05 22:58:23,540 - INFO - ESG3 classification completed for document 656e4a73b69f65a7dd0f3e4d. Label: Not ESG Related, Score: 0.5314088463783264
2023-12-05 22:58:23,820 - INFO - ESG3 classification completed for document 656e4a73b69f65a7dd0f3e4e. Label: Governance, Score: 0.8012215495109558
2023-12-05 22:58:24,566 - INFO - ESG3 classification completed for document 656e4a74b69f65a7dd0f3e4f. Label: Social, Score: 0.8898851275444031
2023-12-05 22:58:25,101 - INFO - ESG3 classification completed for document 656e4a74b69f65a7dd0f3e50. Label: Social, Score: 0.924463152885437
2023-12-05 22:58:25,352 - INFO - ESG3 classification completed for document 656e4a74b69f65a7dd0f3e51. Label: Social, Score: 0.9852419495582581
2023-12-05 22:58:25,650 - INFO - ESG3 classification completed for document 656e4aa6b69f65a7dd0f3e58. Label: Environmental, Score: 0.7174042463302612
2023-12-05 22:58:25,953 - INFO - ESG3 classification completed for document 656e4aa6b69f65a7dd0f3e59. Label: Social, Score: 0.6591163873672485
2023-12-05 22:58:26,280 - INFO - ESG3 classification completed for document 656e4aa7b69f65a7dd0f3e5a. Label: Social, Score: 0.95518559217453
2023-12-05 22:58:26,548 - INFO - ESG3 classification completed for document 656e4aa7b69f65a7dd0f3e5b. Label: Social, Score: 0.6486745476722717
2023-12-05 22:58:26,828 - INFO - ESG3 classification completed for document 656e4aa7b69f65a7dd0f3e5c. Label: Social, Score: 0.9571725726127625
2023-12-05 22:58:27,296 - INFO - ESG3 classification completed for document 656e4aceb69f65a7dd0f3e63. Label: Social, Score: 0.9521957039833069
2023-12-05 22:58:27,519 - INFO - ESG3 classification completed for document 656e4aceb69f65a7dd0f3e64. Label: Social, Score: 0.882706344127655
2023-12-05 22:58:27,726 - INFO - ESG3 classification completed for document 656e4acfb69f65a7dd0f3e65. Label: Social, Score: 0.9548078775405884
2023-12-05 22:58:28,201 - INFO - ESG3 classification completed for document 656e4acfb69f65a7dd0f3e66. Label: Social, Score: 0.5735776424407959
2023-12-05 22:58:28,562 - INFO - ESG3 classification completed for document 656e4b04b69f65a7dd0f3e6d. Label: Social, Score: 0.6312079429626465
2023-12-05 22:58:28,720 - INFO - ESG3 classification completed for document 656e4b04b69f65a7dd0f3e6e. Label: Not ESG Related, Score: 0.9819577932357788
2023-12-05 22:58:29,031 - INFO - ESG3 classification completed for document 656e4b04b69f65a7dd0f3e6f. Label: Social, Score: 0.8293567299842834
2023-12-05 22:58:29,277 - INFO - ESG3 classification completed for document 656e4b04b69f65a7dd0f3e70. Label: Social, Score: 0.7076537013053894
2023-12-05 22:58:29,508 - INFO - ESG3 classification completed for document 656e4b05b69f65a7dd0f3e71. Label: Not ESG Related, Score: 0.5289698243141174
2023-12-05 22:58:29,806 - INFO - ESG3 classification completed for document 656e4b35b69f65a7dd0f3e78. Label: Social, Score: 0.973018229007721
2023-12-05 22:58:30,121 - INFO - ESG3 classification completed for document 656e4b35b69f65a7dd0f3e79. Label: Social, Score: 0.9341861605644226
2023-12-05 22:58:30,643 - INFO - ESG3 classification completed for document 656e4b35b69f65a7dd0f3e7a. Label: Social, Score: 0.9668765068054199
2023-12-05 22:58:30,870 - INFO - ESG3 classification completed for document 656e4b35b69f65a7dd0f3e7b. Label: Social, Score: 0.5426048040390015
2023-12-05 22:58:31,306 - INFO - ESG3 classification completed for document 656e4b36b69f65a7dd0f3e7c. Label: Social, Score: 0.9311489462852478
2023-12-05 22:58:31,637 - INFO - ESG3 classification completed for document 656e4b65b69f65a7dd0f3e83. Label: Social, Score: 0.9417834281921387
2023-12-05 22:58:31,951 - INFO - ESG3 classification completed for document 656e4b66b69f65a7dd0f3e84. Label: Social, Score: 0.9671740531921387
2023-12-05 22:58:32,227 - INFO - ESG3 classification completed for document 656e4b66b69f65a7dd0f3e85. Label: Social, Score: 0.7301499247550964
2023-12-05 22:58:32,578 - INFO - ESG3 classification completed for document 656e4b67b69f65a7dd0f3e86. Label: Governance, Score: 0.5347117185592651
2023-12-05 22:58:32,958 - INFO - ESG3 classification completed for document 656e4b68b69f65a7dd0f3e87. Label: Social, Score: 0.9697169065475464
2023-12-05 22:58:33,351 - INFO - ESG3 classification completed for document 656e4b9fb69f65a7dd0f3e8e. Label: Social, Score: 0.9829561710357666
2023-12-05 22:58:34,141 - INFO - ESG3 classification completed for document 656e4b9fb69f65a7dd0f3e8f. Label: Social, Score: 0.5084072351455688
2023-12-05 22:58:34,348 - INFO - ESG3 classification completed for document 656e4b9fb69f65a7dd0f3e90. Label: Social, Score: 0.9498977661132812
2023-12-05 22:58:34,925 - INFO - ESG3 classification completed for document 656e4ba0b69f65a7dd0f3e91. Label: Social, Score: 0.7412291765213013
2023-12-05 22:58:35,316 - INFO - ESG3 classification completed for document 656e4ba0b69f65a7dd0f3e92. Label: Social, Score: 0.5911329984664917
2023-12-05 22:58:35,610 - INFO - ESG3 classification completed for document 656e4bccb69f65a7dd0f3e99. Label: Social, Score: 0.7731655240058899
2023-12-05 22:58:36,000 - INFO - ESG3 classification completed for document 656e4bccb69f65a7dd0f3e9a. Label: Governance, Score: 0.6641080379486084
2023-12-05 22:58:36,279 - INFO - ESG3 classification completed for document 656e4bccb69f65a7dd0f3e9b. Label: Social, Score: 0.8940470218658447
2023-12-05 22:58:36,495 - INFO - ESG3 classification completed for document 656e4d52c29059a0c7a00f34. Label: Social, Score: 0.871464192867279
2023-12-05 22:58:36,730 - INFO - ESG3 classification completed for document 656e4d53c29059a0c7a00f35. Label: Social, Score: 0.905447781085968
2023-12-05 22:58:37,142 - INFO - ESG3 classification completed for document 656e4d53c29059a0c7a00f36. Label: Social, Score: 0.9689525365829468
2023-12-05 22:58:37,494 - INFO - ESG3 classification completed for document 656e4d53c29059a0c7a00f37. Label: Governance, Score: 0.7183793187141418
2023-12-05 22:58:37,827 - INFO - ESG3 classification completed for document 656e4d53c29059a0c7a00f38. Label: Social, Score: 0.7824189066886902
2023-12-05 22:58:38,255 - INFO - ESG3 classification completed for document 656e4d78c29059a0c7a00f3f. Label: Social, Score: 0.9591456055641174
2023-12-05 22:58:38,512 - INFO - ESG3 classification completed for document 656e4d79c29059a0c7a00f40. Label: Social, Score: 0.908204972743988
2023-12-05 22:58:38,798 - INFO - ESG3 classification completed for document 656e4d79c29059a0c7a00f41. Label: Social, Score: 0.978095293045044
2023-12-05 22:58:39,128 - INFO - ESG3 classification completed for document 656e4d79c29059a0c7a00f42. Label: Social, Score: 0.6315380334854126
2023-12-05 22:58:39,430 - INFO - ESG3 classification completed for document 656e4d79c29059a0c7a00f43. Label: Social, Score: 0.9820766448974609
2023-12-05 22:58:39,650 - INFO - ESG3 classification completed for document 656e4d9fc29059a0c7a00f4a. Label: Social, Score: 0.7249532341957092
2023-12-05 22:58:39,918 - INFO - ESG3 classification completed for document 656e4da0c29059a0c7a00f4b. Label: Social, Score: 0.6424633264541626
2023-12-05 22:58:40,376 - INFO - ESG3 classification completed for document 656e4da0c29059a0c7a00f4c. Label: Governance, Score: 0.6754427552223206
2023-12-05 22:58:40,578 - INFO - ESG3 classification completed for document 656e4da0c29059a0c7a00f4d. Label: Governance, Score: 0.9445496797561646
2023-12-05 22:58:40,828 - INFO - ESG3 classification completed for document 656e4da0c29059a0c7a00f4e. Label: Social, Score: 0.7738954424858093
2023-12-05 22:58:41,144 - INFO - ESG3 classification completed for document 656e4dc2c29059a0c7a00f55. Label: Social, Score: 0.7395105957984924
2023-12-05 22:58:41,447 - INFO - ESG3 classification completed for document 656e4dc2c29059a0c7a00f56. Label: Social, Score: 0.6237738132476807
2023-12-05 22:58:41,698 - INFO - ESG3 classification completed for document 656e4dc3c29059a0c7a00f57. Label: Social, Score: 0.9585731625556946
2023-12-05 22:58:41,983 - INFO - ESG3 classification completed for document 656e4dc3c29059a0c7a00f58. Label: Social, Score: 0.8968715071678162
2023-12-05 22:58:42,232 - INFO - ESG3 classification completed for document 656e4dc3c29059a0c7a00f59. Label: Not ESG Related, Score: 0.9185225963592529
2023-12-05 22:58:42,613 - INFO - ESG3 classification completed for document 656e4df4c29059a0c7a00f60. Label: Not ESG Related, Score: 0.9368463158607483
2023-12-05 22:58:42,868 - INFO - ESG3 classification completed for document 656e4df4c29059a0c7a00f61. Label: Social, Score: 0.6804823279380798
2023-12-05 22:58:43,263 - INFO - ESG3 classification completed for document 656e4df5c29059a0c7a00f62. Label: Not ESG Related, Score: 0.9145521521568298
2023-12-05 22:58:44,118 - INFO - ESG3 classification completed for document 656e4df5c29059a0c7a00f63. Label: Not ESG Related, Score: 0.7096259593963623
2023-12-05 22:58:44,346 - INFO - ESG3 classification completed for document 656e4e14c29059a0c7a00f6a. Label: Not ESG Related, Score: 0.9185225963592529
2023-12-05 22:58:45,130 - INFO - ESG3 classification completed for document 656e4e14c29059a0c7a00f6b. Label: Governance, Score: 0.43400120735168457
2023-12-05 22:58:45,358 - INFO - ESG3 classification completed for document 656e4e14c29059a0c7a00f6c. Label: Social, Score: 0.7393456101417542
2023-12-05 22:58:46,097 - INFO - ESG3 classification completed for document 656e4e3ec29059a0c7a00f73. Label: Not ESG Related, Score: 0.9906833171844482
2023-12-05 22:58:46,584 - INFO - ESG3 classification completed for document 656e4e3ec29059a0c7a00f74. Label: Not ESG Related, Score: 0.8965160250663757
2023-12-05 22:58:47,373 - INFO - ESG3 classification completed for document 656e4e3ec29059a0c7a00f75. Label: Social, Score: 0.9065998792648315
2023-12-05 22:58:47,966 - INFO - ESG3 classification completed for document 656e4e3ec29059a0c7a00f76. Label: Social, Score: 0.6339756846427917
2023-12-05 22:58:48,198 - INFO - ESG3 classification completed for document 656e4e6ac29059a0c7a00f7d. Label: Governance, Score: 0.7880785465240479
2023-12-05 22:58:48,600 - INFO - ESG3 classification completed for document 656e4e6ac29059a0c7a00f7e. Label: Social, Score: 0.5446581244468689
2023-12-05 22:58:49,279 - INFO - ESG3 classification completed for document 656e4e6ac29059a0c7a00f7f. Label: Social, Score: 0.6568979620933533
2023-12-05 22:58:49,667 - INFO - ESG3 classification completed for document 656e4e6ac29059a0c7a00f80. Label: Governance, Score: 0.6707193851470947
2023-12-05 22:58:50,323 - INFO - ESG3 classification completed for document 656e4e99c29059a0c7a00f87. Label: Social, Score: 0.9632977843284607
2023-12-05 22:58:50,764 - INFO - ESG3 classification completed for document 656e4e9ac29059a0c7a00f88. Label: Social, Score: 0.9549786448478699
2023-12-05 22:58:51,512 - INFO - ESG3 classification completed for document 656e4e9ac29059a0c7a00f89. Label: Social, Score: 0.8876124620437622
2023-12-05 22:58:51,861 - INFO - ESG3 classification completed for document 656e4e9ac29059a0c7a00f8a. Label: Social, Score: 0.9468614459037781
2023-12-05 22:58:52,096 - INFO - ESG3 classification completed for document 656e4ecdc29059a0c7a00f91. Label: Social, Score: 0.977025032043457
2023-12-05 22:58:52,586 - INFO - ESG3 classification completed for document 656e4ecdc29059a0c7a00f92. Label: Social, Score: 0.4943045973777771
2023-12-05 22:58:52,864 - INFO - ESG3 classification completed for document 656e4ecdc29059a0c7a00f93. Label: Social, Score: 0.9825008511543274
2023-12-05 22:58:53,332 - INFO - ESG3 classification completed for document 656e4ef7c29059a0c7a00f9a. Label: Not ESG Related, Score: 0.5130655169487
2023-12-05 22:58:54,099 - INFO - ESG3 classification completed for document 656e4ef8c29059a0c7a00f9b. Label: Social, Score: 0.9091852903366089
2023-12-05 22:58:54,631 - INFO - ESG3 classification completed for document 656e4ef8c29059a0c7a00f9c. Label: Social, Score: 0.831777036190033
2023-12-05 22:58:55,041 - INFO - ESG3 classification completed for document 656e4ef8c29059a0c7a00f9d. Label: Social, Score: 0.7255237698554993
2023-12-05 22:58:55,410 - INFO - ESG3 classification completed for document 656e4f21c29059a0c7a00fa4. Label: Social, Score: 0.9157513976097107
2023-12-05 22:58:56,112 - INFO - ESG3 classification completed for document 656e4f22c29059a0c7a00fa5. Label: Social, Score: 0.941165566444397
2023-12-05 22:58:56,727 - INFO - ESG3 classification completed for document 656e4f22c29059a0c7a00fa6. Label: Social, Score: 0.8544725179672241
2023-12-05 22:58:57,002 - INFO - ESG3 classification completed for document 656e4f22c29059a0c7a00fa7. Label: Environmental, Score: 0.9880322217941284
2023-12-05 22:58:57,274 - INFO - ESG3 classification completed for document 656e4f4ec29059a0c7a00fae. Label: Social, Score: 0.5394514203071594
2023-12-05 22:58:57,523 - INFO - ESG3 classification completed for document 656e4f4ec29059a0c7a00faf. Label: Social, Score: 0.6513003706932068
2023-12-05 22:58:57,903 - INFO - ESG3 classification completed for document 656e4f4fc29059a0c7a00fb0. Label: Environmental, Score: 0.9661237597465515
2023-12-05 22:58:58,160 - INFO - ESG3 classification completed for document 656e4f4fc29059a0c7a00fb1. Label: Social, Score: 0.6317923665046692
2023-12-05 22:58:58,649 - INFO - ESG3 classification completed for document 656e4f4fc29059a0c7a00fb2. Label: Social, Score: 0.9834271669387817
2023-12-05 22:58:58,976 - INFO - ESG3 classification completed for document 656e4f89c29059a0c7a00fb9. Label: Social, Score: 0.8808295726776123
